18,28,48,64,80,105,116,128,140,149,153,164,199,241,271,281,318,336,338,342,433,442,448,451,472,475,493 
28,48,64,105,109,111,128,153,200,219,241,259,277,281,286,318,336,338,340,378,382,388,433,442,451,453,463,472,475,482,490,493 
12,28,49,51,60,64,99,105,113,128,136,191,208,224,226,241,270,277,281,282,287,290,296,318,336,338,363,378,388,426,427,433,442,451,453,472,475,489,492,493 
42,48,64,105,124,128,153,157,203,241,278,281,299,318,336,338,340,353,363,378,433,442,451,453,472,475,493 
26,28,32,36,43,47,48,62,64,105,128,136,153,201,231,241,263,278,281,297,299,318,336,338,339,351,360,365,378,414,433,435,442,451,453,472,475,493,494 
